Date,Pharmacy,Location,Drug,Brand,Price,Quantity,Supplier_Name,Batch_Number,Expiry_Date,Sales_Channel,Drug_Form
12/06/2024,"Mcclain, Miller and Henderson",Urban,Amoxicillin,BioCare,2673.84,70,Morton-Chase,wi-51778-XJ,04/09/2026,Mobile Van,Tablet
09/12/2024,Hickman Ltd,Urban,Metformin,MediPlus,4355.83,43,Lee-Davis,hH-22680-jt,31/08/2025,In-Store,Injection
26/06/2024,"Hoffman, Baker and Richards",Rural,Azithromycin,PharmaTrust,1827.38,24,Morton-Chase,fq-53584-mO,27/06/2026,Market Stall,Capsule
09/08/2024,Morales-Jones,Rural,Artemisinin,MediPlus,2266.91,24,Novak and Sons,GP-24981-kL,21/07/2026,Mobile Van,Injection
23/06/2024,Blake and Sons,Urban,Amlodipine,BioCare,2340.4,92,,cb-29959-fc,06/09/2026,In-Store,Capsule
18/02/2025,Perez Inc,Rural,Amoxicillin,BioCare,3151.29,56,Lee-Davis,NO-94396-bF,17/03/2027,Market Stall,Tablet
24/12/2024,"Guzman, Hoffman and Baldwin",Rural,Amlodipine,HealthFirst,4773.39,19,Yu Inc,ZZ-84473-Rz,13/12/2025,Market Stall,Capsule
18/10/2024,"Mcclain, Miller and Henderson",Urban,Artemisinin,BioCare,1938.32,73,Walker LLC,ED-10276-nv,10/08/2026,Market Stall,Syrup
19/06/2024,Allen-Allen,Rural,Amlodipine,MediPlus,2954.82,68,Powell LLC,Wx-55562-GJ,17/07/2025,Mobile Van,Injection
26/08/2024,George Group,Rural,Ibuprofen,MediPlus,3731.24,64,Williams PLC,pj-37147-gd,07/12/2025,Mobile Van,Tablet
21/09/2024,James Group,Rural,Azithromycin,BioCare,3531.11,63,"Washington, Ryan and Cummings",KU-96325-um,09/12/2026,In-Store,Syrup
25/06/2024,"Guzman, Hoffman and Baldwin",Rural,Paracetamol,PharmaTrust,4986.86,88,Yu Inc,Fb-78774-fz,23/05/2026,Mobile Van,Injection
19/10/2024,Spence PLC,Urban,Coartem,BioCare,4286.54,92,Henderson-Bernard,ds-33950-FM,12/03/2027,Market Stall,Syrup
18/03/2025,Morales-Jones,Urban,Artemisinin,HealthFirst,1336.33,64,"Brooks, Lam and Hayes",Bi-74801-qU,04/02/2026,Mobile Van,Injection
15/02/2025,"Snyder, Campos and Callahan",Urban,Chloroquine,MediPlus,1684.6,92,"Stanley, Tucker and Lee",KJ-65060-mx,29/06/2026,Mobile Van,Capsule
15/08/2024,"Harris, Collins and Carney",Rural,Chloroquine,Biokare,3283.23,58,Baxter Inc,rN-16878-RN,27/07/2025,Market Stall,Injection
13/06/2024,Garcia-James,Urban,Paracetamol,MediPlus,4190.68,67,Jones Inc,xW-16558-jm,06/08/2026,Mobile Van,Syrup
08/11/2024,Blair PLC,Rural,Ibuprofen,BioCare,4260.48,33,"Washington, Ryan and Cummings",iT-68000-vZ,28/04/2026,Market Stall,Injection
12/11/2024,Garcia-James,Rural,Chloroquine,HealthFirst,3040.68,75,Jones Inc,uN-72982-uk,25/02/2026,In-Store,Injection
20/12/2024,Smith-Bowen,Urban,Amoxicillin,Biokare,3325.42,99,Russell Group,IF-49588-TK,14/12/2025,Mobile Van,Tablet
26/10/2024,Carlson-Cruz,Rural,Metformin,PharmaTrust,1627.68,10,Henderson-Bernard,Lt-05516-YU,04/03/2027,In-Store,Syrup
17/01/2025,"Ross, Robinson and Bright",Rural,Azithromycin,BioCare,3111.97,41,Yu Inc,Ko-09749-Ud,23/07/2026,Market Stall,Injection
28/10/2024,Anderson Group,Rural,Ciprofloxacin,Biokare,2671.9,14,"Brown, Valdez and Lucas",Rp-28962-cK,22/10/2026,In-Store,Capsule
06/06/2024,"Henderson, Ramirez and Lewis",Rural,Azithromycin,MediPlus,442.91,50,Yu Inc,jA-30756-Sn,10/03/2026,Market Stall,Capsule
05/11/2024,Galloway-Wyatt,Urban,Amlodipine,BioCare,1111.2,21,Morton-Chase,nJ-97028-uQ,02/05/2026,Market Stall,Capsule
15/11/2024,Carlson-Cruz,Rural,Azithromycin,FarmaTrust,2626.13,31,"Washington, Ryan and Cummings",vI-65278-wR,16/12/2026,Market Stall,Injection
27/03/2025,Davis and Sons,Urban,Metformin,PharmaTrust,1571.59,2,Yu Inc,rJ-49733-to,13/12/2025,In-Store,Capsule
18/02/2025,Garcia-James,Rural,Amlodipine,BioCare,417.16,7,Russell Group,wJ-43757-YU,24/11/2025,Market Stall,Syrup
14/08/2024,Morales-Jones,Rural,Artemisinin,PharmaTrust,3869.14,36,"Woods, Calhoun and Schmidt",wX-19866-Zj,07/12/2025,Market Stall,Tablet
11/05/2024,Garcia-James,Urban,Ciprofloxacin,BioCare,2877.59,47,Novak PLC,VE-41574-nm,29/01/2027,In-Store,Syrup
20/11/2024,Harrell LLC,Rural,Coartem,MediPluz,857.77,43,"Daniels, Adkins and Brown",NV-48421-Lp,31/10/2025,Mobile Van,Capsule
14/05/2024,Abbott-Munoz,Urban,Amlodipine,BioCare,980.01,79,"Stanley, Tucker and Lee",Av-83301-TE,13/07/2025,Mobile Van,Injection
14/01/2025,"Ferrell, Rice and Maddox",Rural,Chloroquine,MediPlus,1968.12,87,"Robinson, Jones and Welch",PE-20826-EP,27/09/2025,Mobile Van,Injection
12/02/2025,Anderson Group,Urban,Chloroquine,HealthFirst,3662.72,75,Morton-Chase,PK-45401-oI,20/11/2026,In-Store,Capsule
30/01/2025,Abbott-Munoz,Urban,Amoxicillin,MediPlus,1115.76,57,"Brown, Valdez and Lucas",zY-02620-Fl,23/04/2027,Mobile Van,Syrup
09/02/2025,Baker and Sons,Urban,Ciprofloxacin,PharmaTrust,4389.53,95,"Stanley, Tucker and Lee",Mg-40049-vs,13/04/2026,In-Store,Syrup
30/12/2024,Frazier Inc,Urban,Coartem,PharmaTrust,2722.29,41,Jones-Young,Dr-88728-mZ,22/07/2025,Mobile Van,Injection
31/08/2024,"Dyer, Potter and Mack",Rural,Metformin,HealthFirst,4795.22,36,Novak and Sons,Vv-27420-Ys,11/07/2026,Mobile Van,Syrup
11/01/2025,"Reid, Ferguson and Sanchez",Rural,Ibuprofen,PharmaTrust,1721.8,45,Novak and Sons,Gu-32966-fz,27/09/2026,Market Stall,Injection
01/06/2024,"Adams, Zuniga and Wong",Urban,Chloroquine,PharmaTrust,4499.65,51,"Woods, Calhoun and Schmidt",aq-22753-yp,07/04/2026,Mobile Van,Syrup
11/02/2025,"Adams, Zuniga and Wong",Urban,Metformin,MediPlus,1862.54,57,Gray Group,aq-45499-Px,16/10/2026,Mobile Van,Capsule
25/07/2024,"Mcclure, Ward and Lee",Urban,Coartem,BioCare,858.91,79,"Stanley, Tucker and Lee",zR-01742-GT,14/12/2026,Market Stall,Syrup
23/08/2024,Galloway-Wyatt,Urban,Coartem,HealthFirst,451.96,53,"Brown, Valdez and Lucas",oi-14593-Ej,14/04/2026,Market Stall,Capsule
09/02/2025,Blake and Sons,Urban,Amoxicillin,HealthFirst,2153.16,61,Morton-Chase,WI-95687-ZQ,27/01/2027,Market Stall,Syrup
18/07/2024,Hickman Ltd,Rural,Amlodipine,MediPlus,4558.1,12,Gray Group,HT-39187-xe,08/04/2027,Market Stall,Syrup
30/11/2024,"Dyer, Potter and Mack",Urban,Paracetamol,HealthFirst,4682.83,5,"Woods, Calhoun and Schmidt",KI-10883-jk,05/01/2026,Mobile Van,Capsule
22/03/2025,Dudley Group,Rural,Amoxicillin,MediPluz,4656.58,43,Gomez-Jenkins,Ff-87139-GC,14/01/2027,Mobile Van,Capsule
16/05/2024,Garcia-James,Rural,Metformin,MediPlus,1787.28,94,Baxter Inc,Kd-72867-JD,30/09/2026,Market Stall,Injection
04/03/2025,Spence PLC,Urban,Amoxicillin,BioCare,2925.35,97,"Washington, Ryan and Cummings",Vn-40640-Le,31/05/2025,In-Store,Capsule
06/10/2024,"Hoffman, Baker and Richards",Rural,Artemisinin,MediPlus,1086.95,18,Morton-Chase,Ec-51801-sA,12/09/2025,Mobile Van,Syrup
17/02/2025,"Rodriguez, Figueroa and Sanchez",Rural,Ciprofloxacin,BioCare,4779.37,39,Russell Group,yy-26567-fR,22/09/2026,Market Stall,Tablet
30/03/2025,James Group,Rural,Ibuprofen,MediPluz,2433.9,21,Wright and Sons,Iz-82512-Hi,12/11/2026,Market Stall,Injection
20/07/2024,"Arroyo, Miller and Tucker",Urban,Metformin,HealthFirst,1251.82,18,Morton-Chase,BI-00478-yo,04/11/2025,In-Store,Capsule
20/10/2024,"Martin, Rose and Obrien",Rural,Ciprofloxacin,PharmaTrust,3835.28,86,,cZ-52431-QA,16/08/2026,In-Store,Syrup
16/02/2025,Allen-Allen,Urban,Coartem,BioCare,574.89,73,"Robinson, Jones and Welch",Mc-03311-CM,29/09/2026,In-Store,Syrup
23/01/2025,Smith-Bowen,Urban,Paracetamol,PharmaTrust,757.95,27,Henderson-Bernard,oI-03067-nW,25/02/2027,Market Stall,Capsule
20/02/2025,"Gardner, Robinson and Lawrence",Rural,Amoxicillin,PharmaTrust,2392.63,8,Novak and Sons,UK-02843-uK,03/08/2026,Mobile Van,Injection
19/02/2025,Anderson Group,Urban,Ciprofloxacin,MediPlus,3779.86,75,Chapman and Sons,oA-53428-tr,12/06/2025,In-Store,Capsule
27/11/2024,Perez Inc,Urban,Coartem,MediPlus,4933.46,61,Walker LLC,dw-92687-PQ,16/02/2026,Mobile Van,Capsule
24/02/2025,Dudley Group,Urban,Ciprofloxacin,PharmaTrust,2352.98,49,Wright and Sons,ty-85662-lW,17/06/2026,In-Store,Syrup
25/10/2024,George Group,Rural,Artemisinin,PharmaTrust,2738.44,94,"Johnston, Sanchez and Kennedy",dJ-33427-AA,02/07/2026,In-Store,Tablet
16/11/2024,"Reid, Ferguson and Sanchez",Rural,Coartem,PharmaTrust,4152.13,32,Baxter Inc,vP-26343-fC,12/02/2027,Mobile Van,Syrup
16/09/2024,"Flowers, Martin and Kelly",Urban,Artemisinin,FarmaTrust,3151.63,3,"Johnston, Sanchez and Kennedy",yR-18304-MM,26/05/2025,In-Store,Tablet
30/03/2025,Blake and Sons,Urban,Azithromycin,MediPlus,1374.72,6,Wright and Sons,En-13983-vt,02/04/2027,Mobile Van,Syrup
30/04/2024,"Dyer, Potter and Mack",Urban,Amoxicillin,Biokare,1323.98,94,Russell Group,SM-33173-Tn,28/02/2026,Mobile Van,Injection
15/04/2025,Galloway-Wyatt,Rural,Paracetamol,HealthFirst,2185.09,36,Walker LLC,DI-38546-Pw,21/12/2025,Market Stall,Syrup
04/08/2024,Ryan PLC,Rural,Coartem,BioCare,4719.61,86,Wright and Sons,ZU-58771-EW,07/02/2027,Market Stall,Injection
27/08/2024,"Arroyo, Miller and Tucker",Rural,Ciprofloxacin,FarmaTrust,1082.62,69,Morton-Chase,Ko-35560-Vj,08/05/2025,In-Store,Syrup
04/08/2024,"Reid, Ferguson and Sanchez",Urban,Azithromycin,PharmaTrust,4845.37,72,Williams PLC,jm-89964-vo,15/02/2026,In-Store,Capsule
02/12/2024,Galloway-Wyatt,Rural,Ibuprofen,MediPlus,4626.69,48,Chapman and Sons,WF-37854-UP,21/11/2026,Market Stall,Syrup
01/11/2024,Davis and Sons,Rural,Ciprofloxacin,MediPlus,4393.38,25,"Daniels, Adkins and Brown",UI-72522-Fl,08/04/2027,Market Stall,Syrup
05/04/2025,Burton Ltd,Urban,Amlodipine,MediPlus,1216.68,25,"Stanley, Tucker and Lee",Qd-80801-Wa,12/03/2026,In-Store,Capsule
17/06/2024,Galloway-Wyatt,Urban,Ciprofloxacin,BioCare,3922.47,49,Baxter Inc,GD-31203-xd,18/08/2026,Market Stall,Injection
28/12/2024,"Reid, Ferguson and Sanchez",Rural,Amlodipine,PharmaTrust,2436.82,93,Morton-Chase,IJ-97700-Aa,08/05/2025,Mobile Van,Syrup
16/11/2024,Morales-Jones,Rural,Ciprofloxacin,Hea1thFirst,3758.01,3,Lee-Davis,SR-48408-BZ,25/04/2027,Market Stall,Capsule
13/04/2025,"Adams, Zuniga and Wong",Urban,Ibuprofen,PharmaTrust,2934.99,32,Morton-Chase,pm-21182-NH,08/11/2025,Market Stall,Injection
07/03/2025,James Group,Rural,Azithromycin,BioCare,1012.48,93,Novak and Sons,zD-54615-Kp,19/10/2026,Mobile Van,Syrup
21/07/2024,"Dyer, Potter and Mack",Urban,Coartem,MediPluz,4736.9,86,Walker LLC,yy-41016-JE,08/06/2025,In-Store,Capsule
28/12/2024,Garcia-James,Urban,Artemisinin,MediPlus,1249.85,59,Powell LLC,PY-02176-vK,21/02/2027,In-Store,Capsule
01/06/2024,Rodriguez LLC,Rural,Amoxicillin,FarmaTrust,256.88,68,"Stanley, Tucker and Lee",Er-80339-ce,09/10/2026,Mobile Van,Injection
19/04/2025,Doyle Ltd,Rural,Paracetamol,MediPluz,2717.05,31,"Washington, Ryan and Cummings",ub-48902-nL,15/08/2025,Market Stall,Injection
11/02/2025,Perez Inc,Rural,Ciprofloxacin,FarmaTrust,2403.19,32,Henderson-Bernard,pK-61429-yR,23/03/2027,In-Store,Injection
20/11/2024,Allen-Allen,Urban,Amoxicillin,FarmaTrust,2010.41,61,Walker LLC,Vw-56218-dg,31/03/2026,Market Stall,Tablet
24/07/2024,"Arroyo, Miller and Tucker",Urban,Artemisinin,PharmaTrust,3295.55,43,Russell Group,zX-15999-ub,31/08/2026,In-Store,Tablet
09/08/2024,Williams and Sons,Urban,Chloroquine,MediPlus,4635.96,88,"Hensley, Powell and David",yB-77358-lR,25/07/2026,Mobile Van,Tablet
06/01/2025,Dudley Group,Rural,Amoxicillin,HealthFirst,3810.82,92,"Woods, Calhoun and Schmidt",Te-61943-fr,23/08/2025,Mobile Van,Tablet
19/09/2024,"Reid, Ferguson and Sanchez",Urban,Chloroquine,PharmaTrust,3449.77,70,"Brown, Valdez and Lucas",fa-26551-tC,30/01/2026,Mobile Van,Syrup
14/02/2025,"Arroyo, Miller and Tucker",Urban,Coartem,BioCare,457.74,56,"Johnston, Sanchez and Kennedy",BC-41212-JJ,29/05/2026,In-Store,Injection
30/09/2024,Harrell LLC,Rural,Amlodipine,Biokare,3961.03,58,Morton-Chase,fM-10158-MY,02/01/2026,In-Store,Injection
26/03/2025,Rodriguez-Graham,Rural,Ciprofloxacin,PharmaTrust,611.33,80,Gomez-Jenkins,Xf-60466-UJ,30/03/2027,In-Store,Tablet
28/07/2024,"Gardner, Robinson and Lawrence",Rural,Paracetamol,HealthFirst,3750.35,41,,ir-98262-tr,14/05/2026,In-Store,Tablet
20/06/2024,"Rodriguez, Figueroa and Sanchez",Rural,Azithromycin,BioCare,690.71,12,Jones-Young,tE-12646-Ye,31/01/2026,Mobile Van,Capsule
31/07/2024,Rodriguez-Graham,Rural,Artemisinin,Biokare,2860.26,77,Hancock Inc,Dg-37993-it,01/05/2025,Mobile Van,Capsule
25/09/2024,"Rodriguez, Figueroa and Sanchez",Rural,Ciprofloxacin,MediPlus,3679.25,72,Jones Inc,vB-59657-PM,09/08/2025,In-Store,Syrup
19/08/2024,Allen-Allen,Rural,Paracetamol,Biokare,1488.35,19,Chapman and Sons,lz-59375-us,17/11/2026,In-Store,Capsule
19/01/2025,"Flowers, Martin and Kelly",Rural,Metformin,MediPlus,1933.4,32,"Stanley, Tucker and Lee",rY-79356-zx,23/07/2025,Market Stall,Capsule
21/04/2025,Harrell LLC,Urban,Azithromycin,Biokare,232.48,51,"Brown, Valdez and Lucas",RX-93982-Jb,11/11/2026,Market Stall,Capsule
21/10/2024,"Watts, Robinson and Nguyen",Rural,Amlodipine,HealthFirst,1642.09,78,Henderson-Bernard,RF-37416-iO,17/12/2025,In-Store,Capsule
27/07/2024,Gray-Mayo,Urban,Ciprofloxacin,BioCare,3727.4,82,,CM-42661-EL,03/03/2026,Market Stall,Syrup
18/11/2024,Gray-Mayo,Rural,Metformin,PharmaTrust,1952.07,73,"Washington, Ryan and Cummings",SZ-86805-IM,03/09/2026,Market Stall,Syrup
15/04/2025,Allen-Allen,Urban,Azithromycin,HealthFirst,2304.58,38,"Woods, Calhoun and Schmidt",PN-11352-cK,09/09/2026,Market Stall,Tablet
13/01/2025,Baker and Sons,Rural,Paracetamol,HealthFirst,1412.87,20,Henderson-Bernard,gq-65610-oG,27/11/2026,Mobile Van,Capsule
12/11/2024,"Guzman, Hoffman and Baldwin",Rural,Chloroquine,PharmaTrust,2764.96,89,"West, Henderson and Ramirez",xz-89937-DX,05/10/2026,Market Stall,Tablet
09/12/2024,Morales-Jones,Urban,Artemisinin,BioCare,998.42,79,Walker LLC,gs-82507-Af,25/07/2025,Market Stall,Capsule
13/03/2025,Hickman Ltd,Rural,Ciprofloxacin,MediPluz,1441.94,66,"Stanley, Tucker and Lee",Yn-25457-HE,21/01/2026,Market Stall,Syrup
26/10/2024,"Ross, Robinson and Bright",Rural,Ciprofloxacin,HealthFirst,1855.84,4,Morton-Chase,tc-17751-ZT,24/07/2025,In-Store,Injection
03/05/2024,Baker and Sons,Urban,Artemisinin,HealthFirst,1871.98,44,Baxter Inc,lJ-51238-kv,04/07/2026,In-Store,Capsule
07/10/2024,Perez Inc,Rural,Artemisinin,PharmaTrust,1730.77,39,Walker LLC,OQ-73622-Bz,18/05/2025,Market Stall,Tablet
05/02/2025,Doyle Ltd,Rural,Artemisinin,HealthFirst,4663.63,95,"Johnston, Sanchez and Kennedy",ya-93796-Tn,02/10/2025,Market Stall,Syrup
11/08/2024,Rodriguez-Graham,Urban,Amlodipine,PharmaTrust,1312.91,52,Gray Group,xu-19182-mD,23/07/2025,In-Store,Syrup
04/08/2024,Ryan PLC,Rural,Ciprofloxacin,Hea1thFirst,2357.96,55,Wright and Sons,Nz-78596-Lh,21/01/2026,In-Store,Syrup
08/09/2024,"Mcclure, Ward and Lee",Rural,Artemisinin,HealthFirst,1955.81,26,Baxter Inc,Lf-79249-Ri,25/12/2025,In-Store,Injection
09/06/2024,Rodriguez LLC,Rural,Coartem,BioCare,3065.46,79,Wright and Sons,Sj-34125-Gy,16/03/2026,Market Stall,Tablet
12/12/2024,Perez Inc,Rural,Azithromycin,BioCare,4609.68,76,Chapman and Sons,FO-29662-IS,09/04/2027,Market Stall,Syrup
31/12/2024,Gray-Mayo,Urban,Ibuprofen,HealthFirst,1991.87,19,Williams PLC,il-28274-uC,20/08/2026,Mobile Van,Capsule
15/05/2024,Harrell LLC,Urban,Chloroquine,HealthFirst,2536.02,69,Henderson-Bernard,yJ-50723-GP,15/05/2026,Market Stall,Syrup
30/09/2024,Rodriguez-Graham,Urban,Azithromycin,HealthFirst,1709.98,58,Hancock Inc,fK-76772-bY,08/12/2026,In-Store,Injection
19/07/2024,"Rodriguez, Figueroa and Sanchez",Rural,Paracetamol,PharmaTrust,4826.38,65,Gray Group,sk-40438-XD,09/07/2026,Mobile Van,Capsule
07/02/2025,Allen-Allen,Rural,Ciprofloxacin,PharmaTrust,2545.76,11,Russell Group,hr-78819-XI,25/01/2027,In-Store,Syrup
14/09/2024,"Adams, Zuniga and Wong",Urban,Metformin,BioCare,1007.4,59,Russell Group,Bg-80783-VP,30/11/2026,Market Stall,Capsule
30/07/2024,Rodriguez-Graham,Urban,Chloroquine,Biokare,2801.81,97,Walker LLC,fC-40745-hX,16/01/2027,Market Stall,Capsule
26/07/2024,"Dyer, Potter and Mack",Urban,Ciprofloxacin,Hea1thFirst,1629,5,Baxter Inc,kN-39596-iY,03/10/2025,Mobile Van,Injection
06/03/2025,"Gardner, Robinson and Lawrence",Rural,Artemisinin,HealthFirst,1207.42,95,Russell Group,rM-30958-Ik,02/01/2026,Market Stall,Injection
23/01/2025,Spence PLC,Rural,Paracetamol,HealthFirst,4104.94,8,Russell Group,Rg-44948-iW,27/12/2026,Mobile Van,Injection
01/10/2024,Harrell LLC,Urban,Amlodipine,BioCare,1588.8,35,Yu Inc,jT-04223-up,08/12/2026,Market Stall,Tablet
18/03/2025,Garcia-James,Rural,Amoxicillin,HealthFirst,3566.85,17,"Johnston, Sanchez and Kennedy",OA-67294-yC,23/06/2025,In-Store,Injection
27/12/2024,Galloway-Wyatt,Rural,Azithromycin,Biokare,3213.5,49,Baxter Inc,DF-16845-uL,27/04/2025,In-Store,Tablet
28/03/2025,Wilkerson-Day,Rural,Amlodipine,PharmaTrust,1770.99,1,Yu Inc,zn-17518-Bn,15/05/2026,Market Stall,Tablet
07/08/2024,Anderson Group,Rural,Amlodipine,PharmaTrust,1245.58,55,"Woods, Calhoun and Schmidt",iK-54589-FY,17/01/2026,In-Store,Capsule
07/04/2025,"Flowers, Martin and Kelly",Rural,Metformin,HealthFirst,2917.48,63,"Daniels, Adkins and Brown",hk-00170-CD,26/04/2025,Mobile Van,Tablet
08/10/2024,"Mcclain, Miller and Henderson",Urban,Azithromycin,Hea1thFirst,2318.17,1,"West, Henderson and Ramirez",fP-32424-xq,29/06/2025,In-Store,Syrup
16/09/2024,George Group,Rural,Paracetamol,BioCare,648.03,47,Lee-Davis,BP-20643-fT,08/07/2025,In-Store,Injection
25/04/2024,Rodriguez LLC,Urban,Amoxicillin,BioCare,3684.74,97,"Johnston, Sanchez and Kennedy",oH-37129-RC,03/05/2025,Mobile Van,Tablet
28/04/2024,Spence PLC,Urban,Amoxicillin,MediPlus,836.96,29,Williams PLC,eo-51627-yf,14/11/2026,Market Stall,Capsule
04/03/2025,"Rodriguez, Figueroa and Sanchez",Urban,Amlodipine,PharmaTrust,3531.35,62,Chapman and Sons,iy-11554-XW,06/03/2027,In-Store,Capsule
15/06/2024,"Gardner, Robinson and Lawrence",Urban,Artemisinin,BioCare,858.22,100,"Woods, Calhoun and Schmidt",NP-21890-kC,23/01/2026,In-Store,Syrup
30/01/2025,"Guzman, Hoffman and Baldwin",Urban,Chloroquine,PharmaTrust,1885.7,28,,nf-32697-gi,01/12/2026,Market Stall,Syrup
11/06/2024,Baker and Sons,Rural,Ibuprofen,MediPluz,872.06,16,Russell Group,Yi-96565-pr,08/09/2026,Market Stall,Capsule
27/05/2024,Perez Inc,Rural,Amlodipine,HealthFirst,1529.44,11,"Johnston, Sanchez and Kennedy",sX-38999-Sb,13/02/2027,Market Stall,Injection
19/03/2025,"Harris, Collins and Carney",Urban,Metformin,HealthFirst,3789.65,38,Gray Group,mV-43898-zs,09/09/2026,In-Store,Syrup
16/05/2024,Carlson-Cruz,Rural,Artemisinin,MediPlus,2735.78,2,Powell LLC,FO-37613-Me,10/06/2026,Mobile Van,Syrup
05/04/2025,"Walter, Edwards and Rios",Rural,Amlodipine,HealthFirst,3861.08,99,Chapman and Sons,KA-05526-xI,08/10/2026,In-Store,Tablet
01/07/2024,"Rodriguez, Figueroa and Sanchez",Rural,Ibuprofen,MediPluz,4753.66,51,,aq-71091-nc,12/04/2027,Mobile Van,Capsule
18/05/2024,"Hoffman, Baker and Richards",Rural,Artemisinin,HealthFirst,1531.85,40,Chapman and Sons,BS-68486-zf,05/09/2026,Market Stall,Syrup
19/11/2024,Abbott-Munoz,Rural,Ciprofloxacin,MediPlus,1688.81,56,"Stanley, Tucker and Lee",tf-89241-Gn,13/01/2027,In-Store,Tablet
24/06/2024,Galloway-Wyatt,Urban,Ciprofloxacin,MediPluz,1684.59,95,House-Glover,tS-85691-BU,12/02/2027,Market Stall,Syrup
26/07/2024,"Henderson, Ramirez and Lewis",Urban,Paracetamol,HealthFirst,2582.78,45,Williams PLC,DN-03161-Md,22/12/2025,Market Stall,Injection
08/01/2025,Blair PLC,Rural,Paracetamol,BioCare,3718.09,16,Novak PLC,kF-21020-wH,01/06/2026,In-Store,Injection
23/02/2025,"Hoffman, Baker and Richards",Rural,Coartem,MediPluz,2581.51,66,Powell LLC,Uh-42524-Xb,11/01/2026,In-Store,Capsule
04/03/2025,Smith-Bowen,Urban,Amlodipine,MediPlus,4492.49,87,"Stanley, Tucker and Lee",TK-64814-Oe,16/05/2026,In-Store,Syrup
18/10/2024,"Martin, Rose and Obrien",Urban,Amoxicillin,MediPlus,1373.85,61,,kx-85079-kq,17/12/2026,Mobile Van,Syrup
03/06/2024,Dudley Group,Urban,Coartem,PharmaTrust,1277.67,32,"West, Henderson and Ramirez",ca-91380-pc,27/04/2026,Market Stall,Injection
13/09/2024,"Flowers, Martin and Kelly",Urban,Chloroquine,MediPlus,1060.85,67,Walker LLC,ZT-62208-VP,17/03/2026,Mobile Van,Tablet
21/07/2024,"Snyder, Campos and Callahan",Rural,Metformin,PharmaTrust,238.25,26,Gomez-Jenkins,eK-53654-xh,20/05/2026,Market Stall,Injection
11/01/2025,"Martin, Rose and Obrien",Urban,Azithromycin,PharmaTrust,4989.38,100,"Washington, Ryan and Cummings",ze-02380-Ds,17/12/2026,Market Stall,Syrup
19/03/2025,Abbott-Munoz,Urban,Ciprofloxacin,Biokare,3252.52,89,Jones Inc,ax-45187-ms,07/07/2026,In-Store,Injection
23/02/2025,"Rodriguez, Figueroa and Sanchez",Rural,Metformin,Hea1thFirst,2215.12,8,,LF-49375-XX,24/09/2025,Market Stall,Injection
03/02/2025,"Gardner, Robinson and Lawrence",Urban,Ibuprofen,PharmaTrust,3564.07,48,Baxter Inc,bo-83206-Iw,01/09/2026,Market Stall,Tablet
17/03/2025,"Baker, Mason and White",Urban,Coartem,FarmaTrust,559.19,73,Walker LLC,gn-05064-Hp,18/03/2026,Mobile Van,Syrup
02/11/2024,Galloway-Wyatt,Rural,Metformin,PharmaTrust,3563.48,95,"Brown, Valdez and Lucas",oH-02410-AS,22/03/2027,Mobile Van,Capsule
16/09/2024,"Flowers, Martin and Kelly",Urban,Artemisinin,HealthFirst,3943.7,75,"Robinson, Jones and Welch",iO-71918-ze,29/07/2026,In-Store,Tablet
01/12/2024,Blair PLC,Rural,Azithromycin,MediPlus,2772.44,99,"Washington, Ryan and Cummings",qu-06234-Zz,22/10/2026,Mobile Van,Injection
14/03/2025,"Snyder, Campos and Callahan",Rural,Artemisinin,Biokare,4166.66,90,Hancock Inc,em-55743-iX,15/12/2026,In-Store,Syrup
08/12/2024,Gray-Mayo,Urban,Artemisinin,BioCare,2101.97,7,House-Glover,Du-12127-Ah,16/06/2026,Mobile Van,Injection
11/09/2024,Dudley Group,Urban,Ciprofloxacin,HealthFirst,654.68,14,"Daniels, Adkins and Brown",hf-37474-kZ,10/10/2026,In-Store,Tablet
21/08/2024,"Rodriguez, Figueroa and Sanchez",Urban,Ibuprofen,FarmaTrust,1986.75,81,Gray Group,fT-90352-pw,27/02/2026,In-Store,Injection
10/11/2024,"Guzman, Hoffman and Baldwin",Urban,Artemisinin,PharmaTrust,4084.63,12,Jones Inc,zC-04420-JV,27/06/2026,Mobile Van,Tablet
31/07/2024,"Mcclain, Miller and Henderson",Rural,Amoxicillin,PharmaTrust,4144.09,51,Morton-Chase,ad-17121-Xo,05/08/2025,In-Store,Capsule
10/07/2024,Allen-Allen,Rural,Paracetamol,HealthFirst,1519.91,58,Jones Inc,qe-65199-be,26/09/2025,In-Store,Tablet
10/04/2025,"Romero, Gonzalez and Brooks",Urban,Metformin,PharmaTrust,492.7,36,Wright and Sons,cD-72151-dk,13/04/2027,In-Store,Capsule
03/12/2024,Arnold Ltd,Urban,Coartem,PharmaTrust,3953.2,46,Morton-Chase,RB-66706-lw,09/10/2025,Market Stall,Capsule
12/04/2025,Perez Inc,Rural,Ciprofloxacin,MediPlus,1730.61,29,"Brooks, Lam and Hayes",cN-24472-NN,02/11/2025,Mobile Van,Tablet
01/01/2025,Burton Ltd,Rural,Chloroquine,HealthFirst,680.64,85,"Johnston, Sanchez and Kennedy",df-47687-ry,10/08/2025,Mobile Van,Tablet
04/10/2024,Hickman Ltd,Urban,Chloroquine,PharmaTrust,1903.06,23,Jones-Young,yY-38380-Tw,03/05/2026,In-Store,Injection
